USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND Unixtime File Function Line
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 127:18 ./EXEfile 1490931900 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 127:18 ./EXEfile 1490931900 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 127:18 ./EXEfile 1490931918 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 127:18 ./EXEfile 1490931918 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 129:27 ./EXEfile 1490933700 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 129:27 ./EXEfile 1490933700 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 129:27 ./EXEfile 1490933718 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 129:27 ./EXEfile 1490933718 Source.cpp main 883
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 131:27 ./EXEfile 1490935500 Source.cpp main 1073
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 131:27 ./EXEfile 1490935500 Source.cpp main 1081
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 131:27 ./EXEfile 1490935518 Source.cpp main 1154
root     24472  8.0  0.7 206116 16180 pts/19   S+    3月30 131:27 ./EXEfile 1490935518 Source.cpp main 883
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 133:28 ./EXEfile 1490937300 Source.cpp main 1073
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 133:28 ./EXEfile 1490937300 Source.cpp main 1081
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 133:28 ./EXEfile 1490937317 Source.cpp main 1154
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 133:28 ./EXEfile 1490937317 Source.cpp main 883
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 135:15 ./EXEfile 1490939100 Source.cpp main 1073
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 135:15 ./EXEfile 1490939100 Source.cpp main 1081
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 135:16 ./EXEfile 1490939117 Source.cpp main 1154
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 135:16 ./EXEfile 1490939117 Source.cpp main 883
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 137:06 ./EXEfile 1490940900 Source.cpp main 1073
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 137:06 ./EXEfile 1490940900 Source.cpp main 1081
root     24472  7.9  0.7 206116 16180 pts/19   S+    3月30 137:06 ./EXEfile 1490940917 Source.cpp main 1154
